Step 1 (CNF to Infix),Step 2/3 (Infix->Tree),Step 4 (Tree to Infix),Step 5 (Tree Height),Step 6 (Evaluation),Step 7 (Manual CNF),Step 8 (CNF Validity),Cleanup
0.000589,0.000153,0.000021,0.000015,0.002637,0.000328,0.000044,0.000011
